Title,Mu,Flesch,N_Frases,N_Palabras,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Tipo
PrestacionDesempleoEREExtincionH,44.83,20.0,18,619,5.815831987075929,2.10016155088853,1.938610662358643,0,0,0,0,0,0,23.101777059773827,1.2924071082390953,0.0,0.32310177705977383,0.8077544426494345,0.6462035541195477,0.0,0.8077544426494345,0.0,87.23747980613894,0.32310177705977383,0.8077544426494345,0.0,Dificil
PrestacionDesempleoH,48.08,16.5,22,574,4.006968641114983,1.7421602787456445,1.5679442508710801,0,0,0,0,0,0,21.60278745644599,0.5226480836236934,0.0,0.34843205574912894,0.6968641114982579,0.5226480836236934,0.0,0.6968641114982579,0.0,90.06968641114983,0.17421602787456447,0.5226480836236934,0.0,Dificil
PrestacionMaternidadH,45.09,30.7,12,439,2.9612756264236904,2.9612756264236904,1.5945330296127562,0,0,0,0,0,0,23.462414578587698,0.9111617312072893,0.0,0.0,0.683371298405467,1.366742596810934,0.0,0.22779043280182232,0.0,89.749430523918,0.683371298405467,0.45558086560364464,0.0,Dificil
QuienesObligadosDeclaracionRentaH,42.21,25.9,20,718,3.481894150417827,2.5069637883008355,0.0,0,0,0,0,0,0,39.55431754874652,1.8105849582172702,0.0,0.5571030640668524,0.8356545961002786,0.0,0.0,1.9498607242339834,0.0,86.0724233983287,0.9749303621169917,0.1392757660167131,0.0,Dificil
ReferenciaCatastralInmuebleH,40.05,29.2,32,859,5.9371362048894065,2.561117578579744,0.46565774155995343,0,0,0,0,0,0,31.19906868451688,2.3282887077997674,0.0,0.5820721769499418,0.46565774155995343,0.0,0.0,0.3492433061699651,0.0,86.72875436554132,0.8149010477299186,0.3492433061699651,0.0,Dificil
RentaAgrariaH,45.31,12.6,22,481,4.158004158004158,1.4553014553014554,2.079002079002079,0,0,0,0,0,0,28.482328482328484,1.0395010395010396,0.0,0.4158004158004158,0.8316008316008316,1.2474012474012475,0.0,2.286902286902287,0.0,87.31808731808732,0.2079002079002079,0.6237006237006237,0.0,Dificil
RentaMinimaDeInsercionH,47.18,27.6,23,586,5.460750853242321,1.1945392491467577,0.5119453924914675,0,0,0,0,0,0,30.034129692832764,1.023890784982935,0.0,0.8532423208191127,1.7064846416382253,0.3412969283276451,0.0,1.8771331058020477,0.0,85.83617747440273,0.8532423208191127,0.17064846416382254,0.0,Dificil
RenunciaPrestacionesDesempleoH,40.7,13.5,8,205,1.951219512195122,2.4390243902439024,3.902439024390244,0,0,0,0,0,0,22.926829268292682,0.975609756097561,0.0,0.975609756097561,0.975609756097561,3.902439024390244,0.0,0.0,0.0,86.82926829268293,0.975609756097561,1.951219512195122,0.0,Dificil
RetornoVoluntarioH,37.31,43.7,38,1397,6.0844667143879745,2.290622763063708,0.4294917680744452,0,0,0,0,0,0,29.63493199713672,2.5053686471009304,0.0,0.35790980672870437,1.0737294201861132,1.0021474588403723,0.0,1.8611309949892627,0.0,85.89835361488905,0.4294917680744452,0.35790980672870437,0.0,Dificil
SalariosSocialesH,44.32,18.1,18,497,3.8229376257545273,2.6156941649899395,3.2193158953722336,0,0,0,0,0,0,28.973843058350102,0.8048289738430584,0.0,0.4024144869215292,3.2193158953722336,0.4024144869215292,0.0,1.0060362173038229,0.0,86.11670020120724,1.2072434607645874,1.0060362173038229,0.0,Dificil
SeguridadSocialH,47.29,26.2,9,405,2.4691358024691357,0.0,1.728395061728395,0,0,0,0,0,0,24.938271604938272,0.7407407407407407,0.0,0.24691358024691357,2.962962962962963,0.24691358024691357,0.0,0.24691358024691357,0.0,88.64197530864197,0.0,0.49382716049382713,0.0,Dificil
SellarParoPorInternetH,46.29,13.5,19,324,2.4691358024691357,1.2345679012345678,0.9259259259259259,0,0,0,0,0,0,33.333333333333336,1.5432098765432098,0.0,0.6172839506172839,1.5432098765432098,1.5432098765432098,0.0,2.4691358024691357,0.0,81.48148148148148,0.30864197530864196,0.6172839506172839,0.0,Dificil
SistemaCl@vePinH,48.85,13.2,8,173,0.0,0.5780346820809249,7.514450867052023,0,0,0,0,0,0,41.61849710982659,0.5780346820809249,0.0,0.0,5.780346820809249,0.0,0.0,0.5780346820809249,0.0,78.03468208092485,0.0,1.1560693641618498,0.0,Dificil
SistemaNacionalGarantiaJuvenilH,51.28,19.7,14,387,3.6175710594315245,2.842377260981912,0.5167958656330749,0,0,0,0,0,0,22.997416020671835,0.0,0.0,0.0,0.0,1.2919896640826873,0.0,0.5167958656330749,0.0,91.47286821705427,0.5167958656330749,0.0,0.0,Dificil
SolicitarBorradorDeclaracionRentaH,45.7,19.4,33,919,2.720348204570185,1.9586507072905333,3.9173014145810665,0,0,0,0,0,0,33.949945593035906,1.088139281828074,0.0,0.544069640914037,1.9586507072905333,0.6528835690968444,0.0,1.088139281828074,0.0,82.3721436343852,0.9793253536452666,0.4352557127312296,0.0,Dificil
SolicitarCertificadoIRPFH,40.75,17.6,33,878,2.277904328018223,0.9111617312072893,3.416856492027335,0,0,0,0,0,0,27.107061503416855,1.1389521640091116,0.0,0.683371298405467,0.683371298405467,0.3416856492027335,0.0,0.7972665148063781,0.0,86.33257403189066,0.22779043280182232,0.22779043280182232,0.0,Dificil
SolicitarInformeVidaLaboralGeneralH,50.27,17.1,12,278,3.597122302158273,0.7194244604316546,0.7194244604316546,0,0,0,0,0,0,26.258992805755394,0.0,0.0,0.0,0.0,1.079136690647482,0.0,0.3597122302158273,0.0,88.84892086330935,1.079136690647482,0.0,0.0,Dificil
SubsidioMayores45H,44.99,15.9,24,555,2.7027027027027026,1.2612612612612613,1.6216216216216217,0,0,0,0,0,0,27.92792792792793,0.7207207207207207,0.0,0.18018018018018017,1.0810810810810811,0.7207207207207207,0.0,1.0810810810810811,0.0,87.02702702702703,1.0810810810810811,0.5405405405405406,0.0,Dificil
TarjetaSanitariaEuropeaH,49.35,26.0,16,684,4.093567251461988,1.1695906432748537,3.3625730994152048,0,0,0,0,0,0,36.40350877192982,1.3157894736842106,0.0,0.14619883040935672,4.5321637426900585,0.14619883040935672,0.0,0.7309941520467836,0.0,80.70175438596492,0.5847953216374269,0.5847953216374269,0.0,Dificil
TelefonoInformacionSEPEH,45.24,9.6,17,360,0.8333333333333334,1.1111111111111112,0.5555555555555556,0,0,0,0,0,0,39.44444444444444,0.5555555555555556,0.0,0.0,0.8333333333333334,1.3888888888888888,0.0,6.944444444444445,0.0,70.27777777777777,0.5555555555555556,0.2777777777777778,0.0,Dificil
TelefonosHaciendaAgenciaTributariaH,55.78,11.2,18,356,0.2808988764044944,1.1235955056179776,0.5617977528089888,0,0,0,0,0,0,48.87640449438202,0.0,0.0,0.0,4.49438202247191,0.2808988764044944,0.0,16.573033707865168,0.0,65.4494382022472,0.0,0.0,0.0,Dificil
TrabajadoresParoDerechoVacacionesH,47.18,15.8,4,114,0.0,0.0,0.8771929824561403,0,0,0,0,0,0,28.07017543859649,0.8771929824561403,0.0,0.8771929824561403,0.0,7.894736842105263,0.0,0.0,0.0,90.35087719298245,0.0,0.0,0.0,Dificil
TramitesDGTH,63.62,12.0,4,126,0.7936507936507936,0.0,9.523809523809524,0,0,0,0,0,0,38.095238095238095,0.0,0.0,0.0,0.0,3.1746031746031744,0.0,10.317460317460318,0.0,76.98412698412699,0.7936507936507936,0.0,0.0,Dificil
TramitesExtranjeriaEnEspañaH,39.99,109.4,5,295,2.3728813559322033,1.0169491525423728,1.0169491525423728,0,0,0,0,0,0,40.0,2.3728813559322033,0.0,0.3389830508474576,1.694915254237288,0.0,0.0,0.3389830508474576,0.0,85.76271186440678,0.0,0.0,0.0,Dificil
TramitesHaciendaH,36.86,27.3,3,115,0.0,4.3478260869565215,3.4782608695652173,0,0,0,0,0,0,38.26086956521739,3.4782608695652173,0.0,0.0,1.7391304347826086,0.0,0.0,0.0,0.0,84.34782608695652,0.0,0.0,0.0,Dificil
TramitesINEMH,49.74,30.4,2,122,4.918032786885246,1.639344262295082,1.639344262295082,0,0,0,0,0,0,22.131147540983605,0.819672131147541,0.0,0.0,1.639344262295082,0.0,0.0,0.0,0.0,95.08196721311475,0.0,0.0,0.0,Dificil
VacacionesNoDisfrutadasParoH,47.84,20.2,8,306,2.6143790849673203,2.6143790849673203,4.901960784313726,0,0,0,0,0,0,18.627450980392158,0.0,0.0,0.0,0.0,7.189542483660131,0.0,0.0,0.0,90.52287581699346,1.3071895424836601,0.0,0.0,Dificil
VerDatosEnLaSeguridadSocialH,47.46,12.4,7,133,0.7518796992481203,0.0,1.5037593984962405,0,0,0,0,0,0,34.58646616541353,1.5037593984962405,0.0,0.0,3.007518796992481,3.7593984962406015,0.0,0.0,0.0,79.69924812030075,3.007518796992481,0.7518796992481203,0.0,Dificil
VidaLaboralH,50.8,20.4,13,285,3.508771929824561,0.7017543859649122,0.7017543859649122,0,0,0,0,0,0,25.614035087719298,0.0,0.0,0.0,0.0,1.0526315789473684,0.0,0.3508771929824561,0.0,90.52631578947368,1.0526315789473684,0.0,0.0,Dificil
AbogadosLaboristasAsesoramiento,47.04,23.7,23,812,4.679802955665025,1.2315270935960592,0.7389162561576355,0,0,0,0,0,0,29.926108374384235,1.1083743842364533,0.0,0.49261083743842365,1.1083743842364533,0.0,0.0,0.24630541871921183,0.0,90.27093596059113,0.49261083743842365,0.12315270935960591,0.0,Facil
AdministraciónPúblicaElectrónica,40.73,27.9,10,457,1.9693654266958425,0.87527352297593,0.87527352297593,0,0,0,0,0,0,38.51203501094092,2.8446389496717726,0.0,0.0,0.6564551422319475,0.2188183807439825,0.0,0.2188183807439825,0.0,84.46389496717724,0.2188183807439825,0.437636761487965,0.0,Facil
AltaAutonomosDiseñadoresProgramadores,50.58,15.5,32,859,3.492433061699651,2.7939464493597206,2.0954598370197903,0,0,0,0,0,0,31.78114086146682,0.23282887077997672,0.0,0.3492433061699651,1.979045401629802,0.23282887077997672,0.0,1.5133876600698486,0.0,84.63329452852153,0.6984866123399301,1.280558789289872,0.0,Facil
AnularCitaPreviaINEM,56.3,13.5,29,769,4.9414824447334205,0.6501950585175552,2.340702210663199,0,0,0,0,0,0,28.47854356306892,0.7802340702210663,0.0,0.6501950585175552,2.600780234070221,0.39011703511053314,0.0,1.5604681404421326,0.0,83.6150845253576,0.7802340702210663,0.39011703511053314,0.0,Facil
APPAgenciaTributariaRenta2019,45.2,15.0,28,769,1.5604681404421326,1.5604681404421326,1.6905071521456436,0,0,0,0,0,0,35.890767230169054,1.9505851755526658,0.0,0.0,1.3003901170351104,0.26007802340702213,0.0,4.9414824447334205,0.0,80.62418725617685,1.4304291287386215,0.6501950585175552,0.0,Facil
APRE,55.32,16.5,23,625,5.44,0.64,1.6,0,0,0,0,0,0,32.0,0.0,0.0,0.16,1.92,0.0,0.0,2.08,0.0,81.92,0.32,1.44,0.0,Facil
AutocalculoPrestacionesParo,49.8,23.8,18,612,3.104575163398693,1.4705882352941178,1.4705882352941178,0,0,0,0,0,0,28.104575163398692,0.49019607843137253,0.0,0.32679738562091504,1.7973856209150327,0.0,0.0,0.8169934640522876,0.0,85.29411764705883,0.16339869281045752,0.9803921568627451,0.0,Facil
AutónomosAcreditarCeseFacil,44.64,16.2,50,1337,5.68436798803291,1.8698578908002992,1.1219147344801794,0,0,0,0,0,0,26.62677636499626,1.1219147344801794,0.0,0.5983545250560958,2.019446522064323,0.5235602094240838,0.0,0.8227374719521316,0.0,87.95811518324608,0.07479431563201197,0.0,0.0,Facil
AyudaFamiliarDesempleados,50.24,18.8,54,1657,7.24200362100181,0.7845503922751962,0.8449004224502112,0,0,0,0,0,0,37.175618587809296,1.0863005431502715,0.0,0.3621001810500905,3.017501508750754,0.12070006035003017,0.0,3.7417018708509353,0.0,80.74834037417018,0.30175015087507545,0.18105009052504525,0.0,Facil
AyudaLiberadosPrision,49.16,17.6,41,1328,7.153614457831325,1.1295180722891567,0.7530120481927711,0,0,0,0,0,0,31.400602409638555,0.9789156626506024,0.0,0.15060240963855423,2.4849397590361444,0.0,0.0,1.6566265060240963,0.0,85.31626506024097,0.5271084337349398,0.22590361445783133,0.0,Facil
AyudasAlquilerViviendaFacil,49.04,23.7,46,1729,4.626951995373048,2.0821283979178715,1.214574898785425,0,0,0,0,0,0,30.942741469057257,0.578368999421631,0.0,0.0578368999421631,2.5448235974551765,1.214574898785425,0.0,1.214574898785425,0.0,87.27588201272413,0.4048582995951417,0.4048582995951417,0.0,Facil
AyudasAutonomosParoFacil,50.79,16.2,43,1133,9.090909090909092,0.44130626654898497,0.794351279788173,0,0,0,0,0,0,32.21535745807591,0.794351279788173,0.0,0.44130626654898497,1.853486319505737,0.176522506619594,0.0,0.794351279788173,0.0,84.99558693733451,0.176522506619594,0.44130626654898497,0.0,Facil
AyudasDesempleadosMayores45,49.24,17.3,22,775,1.6774193548387097,0.3870967741935484,1.1612903225806452,0,0,0,0,0,0,37.41935483870968,0.9032258064516129,0.0,0.25806451612903225,2.5806451612903225,0.0,0.0,3.7419354838709675,0.0,84.64516129032258,0.12903225806451613,0.12903225806451613,0.0,Facil
AyudasDespuesParo,48.78,15.6,43,960,3.75,1.875,1.7708333333333333,0,0,0,0,0,0,42.1875,1.3541666666666667,0.0,0.3125,2.2916666666666665,1.875,0.0,2.3958333333333335,0.0,84.0625,0.20833333333333334,0.0,0.0,Facil
AyudasEmigrantesRetornados,53.09,16.8,55,1476,3.9295392953929538,0.5420054200542005,1.6937669376693767,0,0,0,0,0,0,37.53387533875339,0.27100271002710025,0.0,0.06775067750677506,1.9647696476964769,1.2872628726287263,0.0,2.845528455284553,0.0,84.14634146341463,0.13550135501355012,0.2032520325203252,0.0,Facil
AyudasParadosLargaDuracionFacil,49.23,19.7,30,1171,3.2450896669513236,1.0247651579846284,3.5012809564474807,0,0,0,0,0,0,30.913748932536294,1.1101622544833476,0.0,0.3415883859948762,3.842869342442357,0.6831767719897524,0.0,2.049530315969257,0.0,86.16567036720751,0.4269854824935952,0.2561912894961571,0.0,Facil
AyudasRetornoHumanitario,46.26,15.1,32,695,4.748201438848921,1.2949640287769784,0.4316546762589928,0,0,0,0,0,0,30.359712230215827,2.014388489208633,0.0,0.28776978417266186,0.28776978417266186,0.0,0.0,1.0071942446043165,0.0,88.63309352517986,0.0,0.14388489208633093,0.0,Facil
AyudasVictimasViolenciaGeneroFacil,50.81,21.1,30,998,9.218436873747494,2.1042084168336674,1.9038076152304608,0,0,0,0,0,0,27.55511022044088,0.6012024048096193,0.0,0.0,2.50501002004008,0.0,0.0,1.503006012024048,0.0,86.37274549098197,0.30060120240480964,0.20040080160320642,0.0,Facil
BecasParo,47.79,20.6,54,1657,5.612552806276403,1.2070006035003018,1.1466505733252867,0,0,0,0,0,0,29.088714544357273,0.724200362100181,0.0,0.4224502112251056,1.1466505733252867,0.4224502112251056,0.0,0.8449004224502112,0.0,87.02474351237176,0.3621001810500905,0.30175015087507545,0.0,Facil
BuscarConvenioColectivo,50.44,23.9,25,905,3.2044198895027622,1.2154696132596685,0.5524861878453039,0,0,0,0,0,0,35.91160220994475,0.8839779005524862,0.0,0.22099447513812154,1.988950276243094,0.0,0.0,0.3314917127071823,0.0,86.29834254143647,0.4419889502762431,0.3314917127071823,0.0,Facil
CalendarioDelContribuyente,49.03,25.8,14,725,1.103448275862069,1.103448275862069,1.9310344827586208,0,0,0,0,0,0,34.206896551724135,0.5517241379310345,0.0,0.27586206896551724,1.3793103448275863,0.13793103448275862,0.13793103448275862,5.655172413793103,0.0,83.72413793103448,0.0,0.13793103448275862,0.0,Facil
CambioDomicilioINEM,48.84,18.1,31,902,3.991130820399113,0.6651884700665188,1.9955654101995566,0,0,0,0,0,0,25.609756097560975,0.7760532150776053,0.0,0.5543237250554324,2.2172949002217295,0.4434589800443459,0.0,0.22172949002217296,0.0,87.91574279379158,0.11086474501108648,0.5543237250554324,0.0,Facil
CertificadoDefuncion,49.29,14.5,51,1043,3.2598274209012463,0.7670182166826462,0.7670182166826462,0,0,0,0,0,0,30.68072866730585,0.862895493767977,0.0,0.19175455417066156,0.9587727708533078,0.3835091083413231,0.0,0.7670182166826462,0.0,87.72770853307766,0.28763183125599234,0.28763183125599234,0.0,Facil
CertificadoDelitosSexuales,49.43,19.6,33,1158,5.872193436960276,1.468048359240069,0.690846286701209,0,0,0,0,0,0,31.51986183074266,1.0362694300518134,0.0,0.9499136442141624,1.9861830742659758,0.0,0.0,0.5181347150259067,0.0,87.30569948186529,0.25906735751295334,0.5181347150259067,0.0,Facil
CertificadoDigitalFacil,47.78,19.5,14,409,2.93398533007335,2.2004889975550124,0.7334963325183375,0,0,0,0,0,0,32.27383863080684,1.466992665036675,0.0,0.4889975550122249,0.4889975550122249,0.24449877750611246,0.0,0.0,0.0,85.81907090464547,0.4889975550122249,0.7334963325183375,0.0,Facil
CertificadoEmpresa,47.21,18.8,38,980,6.73469387755102,1.6326530612244898,1.530612244897959,0,0,0,0,0,0,24.591836734693878,0.7142857142857143,0.0,0.6122448979591837,1.1224489795918366,0.30612244897959184,0.0,0.5102040816326531,0.0,86.42857142857143,0.8163265306122449,0.7142857142857143,0.0,Facil
CertificadoFacil,47.04,19.6,16,609,4.761904761904762,1.477832512315271,1.6420361247947455,0,0,0,0,0,0,29.064039408866996,1.3136288998357963,0.0,0.49261083743842365,2.6272577996715927,0.49261083743842365,0.0,2.955665024630542,0.0,83.2512315270936,0.49261083743842365,1.1494252873563218,0.0,Facil
CertificadoMatrimonioWeb,48.14,15.5,84,1827,5.090311986863711,1.0399562123700055,1.20415982484948,0,0,0,0,0,0,30.979748221127533,1.0399562123700055,0.0,0.5473453749315819,1.3136288998357963,0.16420361247947454,0.0,0.7115489874110563,0.0,85.71428571428571,0.60207991242474,0.60207991242474,0.0,Facil
CertificadoRetencionesIRPF2019Facil,51.4,18.5,23,752,2.2606382978723403,1.7287234042553192,4.787234042553192,0,0,0,0,0,0,33.37765957446808,0.39893617021276595,0.0,0.26595744680851063,3.4574468085106385,0.5319148936170213,0.0,2.6595744680851063,0.0,82.57978723404256,0.5319148936170213,2.2606382978723403,0.0,Facil
Certificados,43.35,18.8,36,1085,4.88479262672811,1.2903225806451613,0.4608294930875576,0,0,0,0,0,0,25.99078341013825,1.1981566820276497,0.0,0.5529953917050692,2.488479262672811,0.4608294930875576,0.0,0.18433179723502305,0.0,88.47926267281106,0.3686635944700461,0.09216589861751152,0.0,Facil
CertificadosDigitales,47.67,18.7,27,690,3.1884057971014492,1.8840579710144927,2.028985507246377,0,0,0,0,0,0,31.304347826086957,1.1594202898550725,0.0,0.43478260869565216,0.5797101449275363,0.0,0.0,0.0,0.0,87.10144927536231,0.43478260869565216,1.3043478260869565,0.0,Facil
CitaPreviaAgenciaTributaria,49.22,14.3,66,1720,3.6627906976744184,1.627906976744186,1.686046511627907,0,0,0,0,0,0,29.941860465116278,1.0465116279069768,0.0,0.29069767441860467,0.5232558139534884,0.0,0.0,2.9651162790697674,0.0,83.72093023255815,0.5232558139534884,0.29069767441860467,0.0,Facil
CitaPreviaDGT,51.27,14.6,56,1041,3.8424591738712777,1.344860710854947,1.7291066282420748,0,0,0,0,0,0,33.525456292026895,0.5763688760806917,0.0,0.38424591738712777,1.344860710854947,0.09606147934678194,0.0,0.8645533141210374,0.0,83.76560999039386,0.8645533141210374,0.19212295869356388,0.0,Facil
CitaPreviaDGTFacil,51.27,14.6,56,1041,3.8424591738712777,1.344860710854947,1.7291066282420748,0,0,0,0,0,0,33.525456292026895,0.5763688760806917,0.0,0.38424591738712777,1.344860710854947,0.09606147934678194,0.0,0.8645533141210374,0.0,83.76560999039386,0.8645533141210374,0.19212295869356388,0.0,Facil
CitaPreviaExtranjeriaHuellas,55.73,26.6,26,1495,2.6755852842809364,1.939799331103679,0.6688963210702341,0,0,0,0,0,0,56.8561872909699,0.9364548494983278,0.0,0.0,3.277591973244147,0.5351170568561873,0.0,24.548494983277592,0.0,57.65886287625418,0.802675585284281,0.8695652173913043,0.0,Facil
CitaPreviaHacienda,47.81,18.0,36,1179,5.767599660729432,1.9508057675996606,2.035623409669211,0,0,0,0,0,0,32.65479219677693,1.441899915182358,0.0,0.6785411365564037,3.138252756573367,0.42408821034775235,0.0,1.1874469889737065,0.0,85.07209499575912,0.42408821034775235,0.2544529262086514,0.0,Facil
CitaPreviaINEMTelefono,67.46,15.1,19,741,2.699055330634278,0.5398110661268556,4.183535762483131,0,0,0,0,0,0,45.07422402159244,0.1349527665317139,0.0,0.0,2.0242914979757085,6.207827260458839,0.1349527665317139,21.592442645074225,0.0,69.23076923076923,0.4048582995951417,1.349527665317139,0.0,Facil
CitaPreviaRenovarDNIPasaporte,52.57,13.1,34,893,2.3516237402015676,2.015677491601344,2.3516237402015676,0,0,0,0,0,0,32.474804031354985,0.7838745800671892,0.0,0.4479283314669653,1.9036954087346025,0.335946248600224,0.0,1.007838745800672,0.0,82.30683090705487,1.2318029115341544,0.7838745800671892,0.0,Facil
CitaPreviaSanitaria,57.48,13.5,26,658,3.0395136778115504,0.7598784194528876,1.5197568389057752,0,0,0,0,0,0,33.130699088145896,0.1519756838905775,0.0,0.45592705167173253,3.0395136778115504,1.21580547112462,0.0,0.303951367781155,0.0,85.56231003039514,1.0638297872340425,0.7598784194528876,0.0,Facil
CitaPreviaSeguridadSocial,52.02,16.5,41,1128,3.9893617021276597,1.4184397163120568,1.5070921985815602,0,0,0,0,0,0,31.20567375886525,0.1773049645390071,0.0,0.3546099290780142,0.975177304964539,0.4432624113475177,0.0,1.950354609929078,0.0,81.02836879432624,2.393617021276596,0.26595744680851063,0.0,Facil
CitaPreviaServicioSanitarioSaludAndaluz,62.4,13.7,26,719,3.198887343532684,1.5299026425591098,2.5034770514603615,0,0,0,0,0,0,31.57162726008345,0.0,0.0,0.5563282336578581,0.9735744089012517,0.5563282336578581,0.0,1.2517385257301807,0.0,84.97913769123782,0.6954102920723226,0.8344923504867872,0.0,Facil
CitaPreviaSescam,51.04,14.4,26,636,2.0440251572327046,1.2578616352201257,0.6289308176100629,0,0,0,0,0,0,29.559748427672957,0.9433962264150944,0.0,0.9433962264150944,1.4150943396226414,1.2578616352201257,0.0,1.8867924528301887,0.0,83.9622641509434,0.31446540880503143,2.0440251572327046,0.0,Facil
CitaPreviaVacunacionMadrid,53.98,12.5,23,519,2.8901734104046244,0.1926782273603083,1.5414258188824663,0,0,0,0,0,0,30.828516377649326,0.0,0.0,0.1926782273603083,1.1560693641618498,0.3853564547206166,0.0,0.5780346820809249,0.0,84.77842003853564,0.5780346820809249,0.9633911368015414,0.0,Facil
ClasesDeConveniosColectivos,45.92,14.9,12,299,1.6722408026755853,2.6755852842809364,0.33444816053511706,0,0,0,0,0,0,37.123745819397996,0.6688963210702341,0.0,0.6688963210702341,1.3377926421404682,0.0,0.0,0.33444816053511706,0.0,86.2876254180602,0.0,0.0,0.0,Facil
CobrarParoEmpezarTrabajar,53.52,18.1,44,1435,7.177700348432055,1.5331010452961673,0.975609756097561,0,0,0,0,0,0,28.43205574912892,0.5574912891986062,0.0,0.34843205574912894,1.8815331010452963,0.13937282229965156,0.0,1.6724738675958188,0.0,87.38675958188153,0.06968641114982578,0.34843205574912894,0.0,Facil
CobrarParoEmpresaNoCotiza,49.84,17.6,28,810,4.444444444444445,0.24691358024691357,1.8518518518518519,0,0,0,0,0,0,23.08641975308642,0.6172839506172839,0.0,0.7407407407407407,0.49382716049382713,0.0,0.0,0.24691358024691357,0.0,89.01234567901234,0.0,1.3580246913580247,0.0,Facil
CobrarParoEnExtranjero,46.66,18.3,51,1456,8.447802197802197,0.9615384615384616,0.8241758241758241,0,0,0,0,0,0,28.502747252747252,0.7554945054945055,0.0,0.27472527472527475,1.510989010989011,0.06868131868131869,0.0,1.3736263736263736,0.0,87.56868131868131,0.13736263736263737,0.27472527472527475,0.0,Facil
CobrarParoPluriempleo,57.91,16.8,58,1716,3.4965034965034967,0.40792540792540793,0.2913752913752914,0,0,0,0,0,0,32.05128205128205,0.11655011655011654,0.0,0.40792540792540793,0.5827505827505828,0.34965034965034963,0.0,2.913752913752914,0.0,87.00466200466201,0.17482517482517482,0.0,0.0,Facil
CobrarParoReduceJornada,50.19,19.1,63,1539,5.653021442495127,1.1046133853151396,1.6244314489928524,0,0,0,0,0,0,26.77063027940221,0.2599090318388564,0.0,0.4548408057179987,1.364522417153996,0.2599090318388564,0.0,2.7940220922677064,0.0,84.86029889538662,0.1299545159194282,0.649772579597141,0.0,Facil
CobrarParoTrabajarTempoParcial,58.32,17.6,39,1218,5.829228243021347,0.16420361247947454,1.1494252873563218,0,0,0,0,0,0,28.489326765188835,0.08210180623973727,0.0,0.08210180623973727,1.8883415435139572,0.49261083743842365,0.0,1.2315270935960592,0.0,86.86371100164203,0.08210180623973727,0.3284072249589491,0.0,Facil
CobrarParoTrasBajaVoluntaria,52.47,19.6,50,1707,7.381370826010545,0.6444053895723492,0.70298769771529,0,0,0,0,0,0,24.487404803749268,0.9958992384299942,0.0,0.46865846514352666,0.9958992384299942,0.351493848857645,0.05858230814294083,0.9373169302870533,0.0,89.16227299355594,0.11716461628588166,0.29291154071470415,0.0,Facil
CompromisoActividad,41.99,16.5,35,948,5.274261603375527,2.4261603375527425,0.8438818565400844,0,0,0,0,0,0,31.645569620253166,1.4767932489451476,0.0,0.6329113924050633,2.109704641350211,0.0,0.0,1.160337552742616,0.0,85.0210970464135,0.10548523206751055,0.4219409282700422,0.0,Facil
ConjuntoTemporal,49.87,18.0,4746,136795,21.44669030300815,1.140392558207537,1.5029789100478819,0,0,0,0,0,0,31.962425527248804,0.7624547680836288,0.0,0.37793779012390805,1.8019664461420373,0.39109616579553347,0.012427354800979567,2.309294930370262,0.0,84.59519719287985,0.45908110676559816,0.5036733798749954,0.0,Facil
